NOM_ENT,LONGITUD_DECIMAL,LATITUD_DECIMAL
GRO,-100.4960569,18.15955472
PUE,-97.41116722,18.62048806
PUE,-97.70844472,19.11922806
CHIH,-106.8845122,30.15002139
TAB,-92.78461028,18.16136333
TAB,-92.61391611,17.78852833
TLAX,-98.22331972,19.28705444
BC,-115.0011883,32.19500167
VER,-96.88731333,19.50330306
MOR,-99.27014278,18.55971778
MEX,-98.95912611,19.74160917
YUC,-88.58823556,20.6985975
OAX,-96.46392111,16.98243056
NL,-99.68581389,25.25718611
CAMP,-90.14945083,20.40163333
CHIS,-92.90590278,16.80352528
YUC,-88.93863417,21.15184111
MEX,-99.58628889,19.19260306
JAL,-103.4605556,20.5925
SON,-111.9396853,28.8255225
MEX,-98.91190556,19.63550889
MOR,-98.77804306,18.772315
CHIS,-92.18793667,16.18423139
MEX,-98.67104056,19.35523194
PUE,-98.48569694,19.07258917
JAL,-103.7245356,20.13944944
CHIH,-105.4442656,28.24174694
MEX,-98.86129556,19.15700333
MEX,-98.82363333,19.47756639
TAB,-92.91111139,17.92263889
MEX,-99.65447444,19.10839611
PUE,-97.52077056,20.01852028
GTO,-101.0673114,20.53012139
SLP,-101.0946294,22.93134389
SLP,-102.17427,23.00281972
ZAC,-102.72659,23.60697611
TAB,-93.11130806,18.22352222
TAB,-93.49723806,18.02245417
TAB,-93.04893639,17.97314833
MEX,-98.86990222,19.20274056
MEX,-98.95939917,19.59036889
DGO,-105.3648656,25.94932389
MEX,-99.45988861,19.32252028
JAL,-103.2094444,20.56916667
OAX,-96.60761,18.53856333
SON,-110.1112758,27.46125333
NL,-100.1441694,25.72137167
MOR,-98.98214167,18.76708667
GRO,-99.78276,16.99831889
TAB,-93.21436806,18.36712333
TAB,-92.93558139,17.91000694
CHIH,-106.9643694,26.09451583
MEX,-99.58350222,19.12572472
GRO,-99.37321139,17.65328417
TAB,-92.96484833,17.960915
VER,-94.88105083,17.96288056
NL,-100.2778917,25.9046
AGS,-101.9653072,21.91886917
ZAC,-101.5751672,22.29884194
MEX,-99.99624167,19.60873389
CAMP,-90.49528111,19.76931972
QRO,-99.93080083,20.90814917
TAM,-99.375675,23.40512028
MEX,-99.65307361,19.06431167
VER,-95.98826167,19.05797361
MEX,-98.85908222,19.24493028
GTO,-100.9254533,19.95894444
SLP,-102.0389058,22.80262889
PUE,-97.76883333,19.24207056
HGO,-99.27398556,20.16462389
SIN,-109.0496747,25.94678944
MEX,-99.6793975,19.32289028
CHIS,-92.68913194,15.28283778
SIN,-107.7042436,25.08601667
MEX,-99.1732625,19.70138889
SLP,-99.64531528,21.84372361
PUE,-97.52451389,18.48919028
BC,-116.9166936,32.2195025
TLAX,-98.03193111,19.39045194
PUE,-98.15480694,18.96308861
QRO,-100.4227928,20.66553222
BCS,-110.4131275,24.10244861
VER,-95.18426694,18.15962028
VER,-95.707965,18.075635
MICH,-101.9052225,19.5722625
HGO,-98.81929,19.87986083
BC,-115.1702669,32.22801056
SIN,-109.0495253,25.59868722
GTO,-100.3189494,21.14264
TLAX,-98.4263575,19.58451361
TAB,-92.92765111,17.81258167
GRO,-99.67617472,18.74758389
CHIS,-92.33342194,17.55702083
TLAX,-98.06442306,19.33570417
MEX,-99.67035556,19.31411056
YUC,-88.92974056,21.280125
NAY,-105.2422736,20.75358972
TAB,-92.94194639,18.04284583
HGO,-98.97177361,19.86552222
JAL,-103.4530556,20.57
OAX,-96.39776278,18.05750306
MEX,-98.90083806,19.65531722
OAX,-94.76863,16.58849222
MEX,-99.53523,19.23316333
SLP,-101.3833703,21.91013583
TAM,-99.20176472,24.01659111
HGO,-98.66028444,20.98934556
VER,-98.47915194,20.53727722
CHIS,-90.88446,16.81498778
PUE,-97.96913611,18.9010325
PUE,-98.30254639,18.97687333
GRO,-99.46523917,17.43490417
TLAX,-98.20337611,19.32420833
MEX,-99.29028028,19.45001222
GRO,-99.18524778,17.69034056
VER,-96.33323028,19.09443417
MEX,-99.64579,19.14726667
COL,-104.0496369,19.38611
JAL,-102.5233333,20.52805556
OAX,-96.88449556,17.27736722
JAL,-103.3713889,20.53055556
PUE,-97.66938333,20.50493083
MEX,-99.1615325,19.73419583
TAB,-93.07320389,17.87909
PUE,-98.14611583,19.00020389
TAM,-99.14869417,26.43047028
MEX,-98.88687556,19.76449611
MICH,-102.005695,19.4295425
SIN,-108.9304556,25.95313389
ZAC,-102.8408167,23.22936694
PUE,-97.18389333,19.25520194
CHIH,-107.6281475,31.78297222
PUE,-97.86723111,18.89108917
GRO,-99.37129444,17.47235778
JAL,-103.1569444,20.56833333
MICH,-100.5993006,19.65775167
PUE,-98.44130972,18.04513583
JAL,-103.0169444,20.335
HGO,-99.06612528,20.21598861
MEX,-98.87111083,19.66860417
TAB,-93.30575278,18.25383417
SIN,-108.4778283,25.80137556
PUE,-98.337615,18.97161222
MEX,-98.95788389,19.67214667
JAL,-101.9936111,20.99305556
VER,-97.29321778,20.36430889
MOR,-99.18129,18.85882639
YUC,-89.46887056,20.38776417
ZAC,-102.6884356,23.05580611
MEX,-99.38405944,19.65401528
MEX,-99.57712028,19.03676583
VER,-97.73533806,21.35959944
MEX,-99.84403194,19.95622861
QRO,-100.2623272,20.62837806
MEX,-98.97600972,19.63958611
MEX,-99.90734389,19.61111111
AGS,-102.0707925,22.09556278
PUE,-97.77507694,18.70549361
SON,-114.9961725,32.19954889
MEX,-100.1306647,19.80214306
MEX,-99.36743944,19.38118778
JAL,-104.605,19.71916667
OAX,-97.9898775,16.76389444
OAX,-96.39603722,16.79775444
JAL,-103.7541667,19.94555556
DGO,-104.244705,23.84821083
JAL,-102.5634503,20.59741139
JAL,-103.8941667,22.62861111
GTO,-101.3349122,20.80135194
TAB,-92.88131333,18.06088167
MEX,-100.0108047,19.63658111
ZAC,-102.3468883,23.2938925
MEX,-98.94480528,19.36158639
SIN,-107.9215617,25.48187694
VER,-96.61083444,19.97089833
CHIS,-92.43549056,16.52850139
HGO,-98.53832389,21.13313194
DGO,-104.0342667,24.79250861
TLAX,-98.34849806,19.46998806
PUE,-97.28904083,19.93947889
JAL,-102.7838889,20.34277778
SIN,-107.2190408,24.422005
SLP,-98.58959083,22.2621725
MEX,-99.96994944,19.753525
MEX,-100.0871497,19.29107083
OAX,-97.37964333,16.26003111
MICH,-103.6629314,18.70247444
OAX,-97.14444694,16.10676444
ZAC,-102.4753219,23.18322167
AGS,-102.3000442,22.36640861
TAB,-92.86936833,18.11008194
CHIH,-105.5544444,28.18694444
HGO,-98.70623528,20.10204944
OAX,-95.1404225,16.82066917
MOR,-98.79908361,18.72480083
NL,-99.67322778,24.88464167
QRO,-100.0855556,20.51388889
MEX,-99.41394778,19.64148
TLAX,-98.15037972,19.35579528
NAY,-104.4382167,21.10482111
ZAC,-103.0198253,23.99466806
ZAC,-103.1192433,21.41150389
CHIS,-92.72140889,17.06221028
PUE,-98.5783525,18.51936472
TLAX,-98.28462389,19.27843167
GRO,-99.97104806,16.96144056
MEX,-99.31131139,19.3971225
DGO,-105.931245,24.10218167
TAB,-93.32459806,18.10129417
OAX,-96.30404472,17.77495333
MICH,-101.0463128,19.74667028
HGO,-98.95851111,19.81327194
OAX,-96.68464,16.8032275
MEX,-98.87953306,19.47158333
MEX,-99.47247806,19.2543375
CHIS,-93.10682306,16.70400917
SIN,-108.7624847,26.08402528
MICH,-101.8894414,19.44893861
VER,-96.13478667,19.03203583
MOR,-99.18623472,18.59791278
ZAC,-103.0070328,23.27975861
HGO,-99.32499639,19.91453472
PUE,-98.44821917,18.97775889
VER,-94.83764306,18.22145722
JAL,-103.47,19.81916667
QRO,-100.4676161,20.62402778
MEX,-99.71219667,19.26083333
YUC,-89.00670556,20.59501778
TAM,-98.15249389,22.54269389
OAX,-96.67212028,17.05847611
MOR,-99.17340417,18.59628333
MEX,-99.3555275,19.68907333
MEX,-98.83736139,19.6825875
BCS,-112.1080619,24.78974556
GTO,-101.4968667,20.36827444
TLAX,-97.90980361,19.3708
MOR,-99.0253925,18.8911075
PUE,-98.3395525,19.03876611
CAMP,-89.39727556,18.50537083
PUE,-97.36710944,19.87514778
MEX,-98.98215778,19.65311
NL,-100.1268544,25.63561
MEX,-99.96918556,19.76990139
MEX,-98.83605583,19.26776861
MEX,-99.52789611,20.01389111
MEX,-99.61483278,19.62080528
PUE,-97.92619028,18.58101694
CHIS,-91.9287925,16.19085639
OAX,-96.66623917,17.10254333
MICH,-101.8060914,19.57175333
NL,-100.0888497,25.81485417
BC,-116.9598594,32.38786472
VER,-96.90258556,19.31465972
TLAX,-98.24887389,19.22522361
VER,-96.79849806,18.83383611
OAX,-97.95398917,16.45966583
VER,-94.60933167,17.97972667
TAB,-91.17052222,17.92308667
GRO,-99.77885556,16.83054528
PUE,-97.64324222,19.002835
CHIS,-91.85819722,16.20123056
QRO,-100.2622219,20.58509389
GRO,-99.60458278,17.9318925
VER,-96.68753361,18.60680694
GTO,-100.5163286,20.00396806
VER,-97.68174,20.21065556
MICH,-101.5087914,19.48578889
TLAX,-97.91910472,19.4774375
VER,-96.35996028,19.40644611
MICH,-101.3936578,19.67354306
TAB,-93.04748194,18.13639944
PUE,-97.33520194,19.76660056
HGO,-98.40329306,19.70331944
JAL,-103.1575472,20.60895
BC,-115.1963903,32.35597139
PUE,-97.80597222,19.81675806
PUE,-98.42251083,19.24284528
HGO,-99.28530306,19.94388417
TAB,-92.48831917,17.86870667
AGS,-102.4156336,22.15021639
MEX,-99.46030333,19.22402639
PUE,-97.81763056,18.88548944
YUC,-89.66173833,21.10351722
MEX,-98.91236444,19.53588639
VER,-97.8510575,21.16611333
VER,-97.81323,21.33793861
JAL,-104.0009858,20.8004675
ZAC,-102.4943047,22.71453167
MEX,-99.61083222,19.85708333
OAX,-94.98189194,16.20970028
GTO,-101.0595706,20.52299194
CHIS,-92.86233611,17.0679675
HGO,-98.7255375,20.07907139
MEX,-98.63408917,19.72944444
CHIS,-92.72358056,16.76011889
MOR,-99.36951417,18.60000167
PUE,-97.59376333,19.10853861
MEX,-98.94134167,19.63298472
PUE,-97.96296,19.03274
TLAX,-98.22201778,19.21317972
MOR,-99.14147417,18.97169944
PUE,-98.4033775,18.94005472
QROO,-88.25258278,18.55622444
MEX,-98.94606222,19.58644194
AGS,-102.2738383,22.02572583
COAH,-101.4792917,25.3799075
MOR,-98.77275778,18.56044444
QRO,-100.2436594,20.56381972
TAM,-98.90029417,24.04879861
GTO,-101.7258114,21.07028722
YUC,-87.66887444,20.85800083
SIN,-108.2220458,25.82237222
QRO,-100.2584017,20.58426139
PUE,-98.63456194,18.63601472
TAB,-93.86345139,18.29391389
OAX,-94.9465275,16.55278028
MOR,-99.20236389,18.80415417
QRO,-100.2394083,20.66525611
MEX,-99.47152833,19.43969639
DGO,-105.7230019,25.34320861
JAL,-103.5466667,20.72694444
SON,-109.9481319,31.33154722
MICH,-100.366405,19.90803583
TAB,-93.35087389,18.24008167
SIN,-108.3136953,25.70545611
PUE,-97.59042889,19.90360139
TAB,-92.96113278,18.06435528
OAX,-97.97743528,16.42844167
GTO,-101.1262589,20.59303556
MEX,-98.93278472,19.66957639
OAX,-94.51497444,16.33935778
SIN,-108.1594886,25.36436
MEX,-99.23583556,19.69406556
TAM,-99.33602389,22.84504028
MEX,-99.55544111,19.4257225
PUE,-98.53275861,19.25696917
TAB,-92.93669722,18.05326972
TAB,-93.02409861,17.97557861
TLAX,-98.21355806,19.26806444
COAH,-100.725155,28.22049778
MEX,-98.73668333,19.08307583
JAL,-102.5669444,20.67444444
JAL,-101.6505556,21.89
MEX,-99.58092056,19.48498778
GTO,-101.3867522,20.10794111
VER,-97.1450725,19.05127333
JAL,-103.3982158,20.48315806
OAX,-94.48382833,16.35235667
VER,-97.00845083,20.4773925
MOR,-98.7516125,18.81433417
VER,-95.17457861,18.40779083
GRO,-98.48766139,17.90564028
NL,-100.1672219,25.60711111
GRO,-98.28777972,16.74175444
OAX,-96.52836306,17.879395
YUC,-89.85624444,20.55065139
VER,-96.89278417,18.86447194
MEX,-98.88266333,19.64328833
MEX,-100.2155414,19.17758472
BC,-116.7784,32.51650333
OAX,-96.95956667,17.80154806
MEX,-99.62739139,19.37351111
HGO,-99.27268278,20.19276167
MICH,-101.5563017,19.67304028
COL,-103.9142894,18.94625444
JAL,-103.5163889,20.01055556
PUE,-97.54750667,18.83592639
MOR,-98.7756975,18.87769278
MEX,-98.78873194,19.72732083
MEX,-99.45809972,19.30641417
QRO,-100.2614394,20.62105111
MOR,-99.26745278,19.02903306
NAY,-104.5872067,21.33318944
MEX,-99.72083028,19.56868833
CHIS,-93.16440528,17.22502917
QRO,-100.0992606,20.39720583
YUC,-88.27118333,21.29686111
GTO,-101.2975675,20.96050194
CHIS,-93.0965725,17.430795
PUE,-98.68794806,18.37316694
VER,-96.21834056,19.20268
SLP,-101.0753444,22.10995556
ZAC,-103.2474792,23.57983028
MEX,-99.75999667,19.27563694
VER,-94.87275639,18.22951
MEX,-99.95329444,19.71392417
MEX,-99.88064528,19.70358583
NL,-100.5318444,26.00125556
TAB,-93.34868694,18.09105417
PUE,-98.43884833,19.24731972
MEX,-99.34256306,19.34763806
MICH,-101.7614597,19.98395889
CAMP,-92.28904861,18.62294667
MEX,-99.48332944,19.35909139
TLAX,-98.47204111,19.49270472
CHIS,-92.7396325,16.7073525
DGO,-104.3192644,24.40102444
TAM,-98.37427889,24.06083667
BC,-116.5776053,32.48524806
PUE,-97.43109917,19.83655639
JAL,-103.3891667,20.56444444
COAH,-100.5576,28.63950556
SLP,-101.1668422,22.40009944
AGS,-102.089275,22.23831694
MEX,-99.41513194,19.26512028
CHIS,-92.35031583,16.24294944
CHIS,-92.89672444,16.53917167
SLP,-101.0855594,22.74989361
VER,-96.73361944,19.62352472
QRO,-100.0365283,20.552095
HGO,-98.31070944,20.17457
MEX,-99.55697028,19.37420611
QROO,-88.3741475,20.19714722
AGS,-102.1669714,22.22422778
VER,-97.02874444,18.94626972
NL,-100.118305,25.69054833
MEX,-99.5577525,19.97063417
SIN,-108.1674744,25.47974056
MEX,-99.32551917,19.5932625
AGS,-102.1879736,21.82413611
MEX,-99.44126611,19.20920139
PUE,-97.8323475,18.46009556
GTO,-100.7964306,20.59842861
CHIS,-92.78011194,16.73503083
YUC,-89.16219889,20.72499056
AGS,-102.2964317,21.96880917
CHIS,-92.2632075,16.90388056
PUE,-98.33089778,18.99646139
TLAX,-98.25918917,19.29583528
GRO,-100.8894256,17.27150833
SIN,-107.6305139,24.89689
VER,-97.14893472,18.89792361
VER,-96.83484056,19.15412111
HGO,-98.86783889,19.99169889
GRO,-98.37447889,16.72194111
OAX,-96.79162111,17.15460167
OAX,-97.91286111,16.30222222
PUE,-97.88739694,18.86536389
MICH,-100.6071742,19.71979806
SON,-112.72108,30.80955611
PUE,-97.4571525,19.85829
HGO,-98.72368861,19.99716639
MEX,-99.16301056,19.81032806
YUC,-89.20206583,20.86521222
PUE,-98.45028861,18.72244861
VER,-97.26405111,19.48733611
MEX,-99.63208056,19.85829056
SON,-112.0539253,30.67599583
MEX,-98.90472667,19.37146722
NL,-100.3163,25.95247972
JAL,-103.4222222,20.51888889
MICH,-101.1442458,19.87208722
MEX,-99.74575972,19.46875444
TLAX,-98.35446361,19.31184583
MEX,-99.6013075,19.44942889
MICH,-102.4085728,19.86374556
HGO,-98.17874861,20.12579806
JAL,-103.2572222,19.97861111
JAL,-103.7664581,19.74778278
HGO,-98.72282083,20.10528639
MEX,-99.78606806,19.56117694
MEX,-99.58971694,18.9525875
MEX,-99.50306917,19.1322275
HGO,-98.4191875,20.06357639
OAX,-97.08383194,15.98264361
MEX,-99.55433167,19.42965806
PUE,-98.30161306,18.94114778
PUE,-98.26422694,19.09015472
CHIS,-92.19299944,14.59218972
MICH,-102.3946239,20.16836611
OAX,-96.59851639,17.01140694
MEX,-99.11675194,19.71273722
NL,-100.5043236,27.02531222
ZAC,-102.57238,22.94666583
DGO,-104.5604444,25.18071861
PUE,-97.65595222,18.75719833
MEX,-100.0018542,19.94899111
QRO,-100.3034019,20.71366139
GTO,-101.47424,20.65640083
BC,-114.9224708,32.51206583
VER,-97.879275,21.32846806
QRO,-100.4937078,20.78523083
BC,-116.2503353,31.32662333
MEX,-98.84405056,19.24704139
PUE,-98.34576556,19.02668583
HGO,-99.26227167,20.1928275
VER,-96.03457444,18.1767125
MEX,-99.75637778,19.3446075
MOR,-98.77730083,18.71520583
MEX,-99.52459944,19.11272083
MICH,-101.7083108,20.14965444
PUE,-98.56356861,19.29083056
SIN,-109.1191256,25.87741972
YUC,-89.57666556,21.09604111
GRO,-98.30174889,16.80990889
GRO,-100.8803136,17.26583889
VER,-97.14544056,20.01933306
OAX,-97.69690806,16.09567889
TAB,-92.49045444,17.80524722
QRO,-100.3134244,20.648325
MOR,-99.18018806,18.57925556
QRO,-99.92692167,20.34125806
MICH,-100.4946119,19.45872528
JAL,-103.0238889,20.9275
TAB,-92.81217139,17.71972917
CHIS,-92.71934222,16.61163667
YUC,-89.39938222,21.10954833
CHIS,-93.4483075,16.43060694
HGO,-98.73081361,20.78649833
PUE,-97.82951389,19.26273139
MEX,-99.57786333,18.95981361
GTO,-101.3417656,20.76996611
HGO,-98.86188278,19.97404722
PUE,-97.57291083,19.86826889
MEX,-99.52511944,19.39124778
MICH,-102.1101439,19.52691972
VER,-97.4163025,20.53656611
YUC,-88.94490361,20.20382056
SON,-109.6085611,26.82018611
VER,-97.8206775,22.22786806
YUC,-88.23786,20.73248139
SLP,-100.5739183,21.66745583
VER,-96.85618861,19.46319861
CHIS,-93.31146778,17.13699528
VER,-96.90785222,20.19016139
MEX,-99.12796028,19.82192111
HGO,-98.38355056,20.89050306
JAL,-104.1602778,20.21861111
MEX,-99.88664528,19.80497222
CDMX,-99.0678925,19.20675944
MOR,-99.27460556,18.48845139
OAX,-98.08992694,16.65390417
CDMX,-98.97272528,19.21758611
QRO,-100.2535886,20.58051444
GRO,-99.32934111,17.74192528
MEX,-99.92527889,19.63285806
VER,-97.44652472,21.27974194
MEX,-99.61208556,19.18034861
OAX,-96.66811722,17.08121194
ZAC,-102.1099233,22.66437139
MEX,-99.27238472,19.83759361
NAY,-105.1653619,21.25086389
MEX,-99.18584583,19.82377389
ZAC,-103.3276253,21.67112611
TLAX,-98.30823028,19.32033417
MEX,-99.4479525,19.69140917
PUE,-97.37070111,19.85518806
VER,-94.61772889,17.96963639
NAY,-105.2030578,21.80176694
YUC,-89.74295083,21.26873639
OAX,-96.51894861,17.02957944
PUE,-98.48474361,19.27219
GTO,-101.3148783,20.81741417
ZAC,-101.7125989,22.35708833
MEX,-99.35601389,19.63113806
SIN,-109.0363236,26.27002306
JAL,-102.6680211,20.9529225
YUC,-89.83069861,20.75023139
VER,-96.98955833,19.59310556
OAX,-96.14530556,15.76667639
SON,-111.1179217,30.16716306
COL,-103.7088956,19.37470528
PUE,-97.85688722,19.00845167
MEX,-99.5795475,19.38807333
PUE,-97.91595111,18.8581425
MEX,-99.53181778,19.04922833
MEX,-99.58559556,18.84092778
QRO,-100.1589583,20.43633278
VER,-96.91844806,19.48201194
PUE,-97.46669556,18.84440028
VER,-98.17834417,20.971975
SLP,-102.1529656,23.07419389
PUE,-98.38523194,19.037635
VER,-97.3485375,19.50146722
SIN,-106.4254969,23.94027583
HGO,-98.51722222,19.9675
MICH,-101.9471972,20.25489972
MEX,-98.90804972,19.45554889
SON,-109.6803367,29.80217972
MEX,-98.85820917,19.5633775
SIN,-108.4837342,25.60291111
MOR,-99.39858306,18.72896722
VER,-97.31232056,20.703285
NAY,-104.8171417,21.45168389
MEX,-99.11103722,19.70417667
VER,-96.21902917,19.20788917
VER,-96.99136444,19.33264361
MEX,-99.07837,19.90703944
CHIS,-92.58534722,16.43707306
GRO,-99.22847056,16.76042194
JAL,-103.4019444,20.46444444
JAL,-101.9223972,21.33046556
VER,-94.934055,18.22878222
GRO,-98.24246667,16.79242361
MEX,-98.70183417,19.80311083
NAY,-105.2977836,21.9486375
BC,-115.9390614,30.55648528
MEX,-99.81244639,19.77948917
MEX,-99.55547778,19.45357361
SON,-109.6867978,27.06229194
CHIS,-92.68916667,16.7875
MEX,-99.82070889,19.75488139
PUE,-98.46096861,19.24583556
NL,-100.1460194,25.98345556
MEX,-99.5509325,19.33759806
PUE,-98.70104056,18.43036056
GRO,-100.5785128,18.46524444
MEX,-99.49299694,19.38010667
VER,-97.63274944,20.74973306
YUC,-89.39297083,20.38770139
VER,-96.17250222,19.13172833
VER,-96.65708611,19.3655475
PUE,-98.15691722,18.94194306
HGO,-98.83363611,20.10177583
HGO,-99.24156083,19.97490556
CHIS,-93.41122194,16.85319639
OAX,-96.76449,17.14550556
OAX,-96.70765028,16.95828139
PUE,-97.69365917,19.96621222
ZAC,-102.2770253,23.08412861
MEX,-99.59709056,19.23941806
QRO,-100.4691506,20.8216125
MEX,-98.91949056,19.23568806
MEX,-99.58129111,18.95577639
CHIS,-92.45387972,17.24665222
BC,-116.2505556,32.48416667
VER,-96.09428083,18.19086389
GRO,-98.60109083,16.73296028
PUE,-97.96691806,19.05546944
MEX,-99.91533778,19.93725194
VER,-96.24059083,19.04202639
MEX,-99.05424472,19.793025
TLAX,-98.46407528,19.37297806
MEX,-99.99505028,19.44187556
MEX,-99.66791944,18.96111917
VER,-95.98563528,18.72430556
GRO,-98.51323889,17.67006389
OAX,-96.55873861,16.90662056
CHIH,-107.6345708,27.75249528
MEX,-99.60865028,19.72175472
HGO,-98.7031,20.03698917
HGO,-99.32903583,20.17337111
AGS,-102.3406153,22.17641611
HGO,-99.20238306,20.11535333
JAL,-102.6177669,21.01059806
VER,-97.13402361,18.92761917
HGO,-98.40115167,20.12031222
TLAX,-98.30866917,19.23716833
TLAX,-98.19984611,19.20077611
MEX,-99.57314667,19.50495806
JAL,-103.2416667,20.49916667
TLAX,-98.29572833,19.23163944
SON,-114.5009186,31.68994861
PUE,-97.97228917,19.96638806
PUE,-98.66075,18.48310389
CAMP,-90.69850139,19.52840917
CHIH,-105.3950767,26.93942583
VER,-96.61688139,19.50405111
CAMP,-92.22438667,18.61777917
TAB,-92.48084111,17.88458944
CHIS,-92.68037611,16.5447325
SLP,-99.39215972,21.92390167
MEX,-99.72449306,19.63550556
SIN,-105.7386372,22.53861306
PUE,-97.59505222,19.71017694
JAL,-103.3596592,20.53213778
MOR,-99.22570667,18.74380611
MEX,-98.78630111,18.98309111
MEX,-100.1480883,19.31953472
GRO,-99.26087639,16.98885444
OAX,-97.91634889,16.32904611
PUE,-98.41675667,19.14158417
MEX,-98.87195528,19.50484111
HGO,-99.18856889,21.00829639
CHIS,-92.31388611,14.86679222
AGS,-102.3000617,21.96347194
TAB,-93.16336556,18.13399111
COAH,-103.7897217,28.04192389
VER,-96.22800722,19.14350972
MICH,-101.0593592,19.96504139
HGO,-98.73160583,20.04897583
VER,-97.58627056,20.18473722
VER,-97.02182472,18.90516861
HGO,-99.09987306,20.16250167
PUE,-98.65829472,18.83431528
VER,-97.20192194,19.44645
MICH,-102.2878203,20.04246278
MEX,-99.34144583,19.37520694
YUC,-89.93344889,20.96191167
AGS,-102.3090181,21.94042583
NAY,-105.4169311,22.38517972
TLAX,-98.18401083,19.40501
PUE,-97.39799528,18.64216222
MEX,-99.33377639,19.40344361
MEX,-99.39320889,19.24269667
GRO,-99.47970306,17.7553775
TAB,-93.45414028,17.96801972
OAX,-97.83602583,16.33443361
COAH,-101.5920233,27.02903056
CHIS,-92.72734028,16.73045889
MICH,-100.1644572,19.95526917
ZAC,-102.7400131,22.99512333
HGO,-99.24012333,20.14000917
QRO,-100.3218575,20.56921194
MICH,-102.5393208,19.16128944
TAB,-93.03697389,17.94031417
VER,-97.06942472,18.72980528
MEX,-98.90415806,19.66626278
CHIS,-92.92529,16.8909925
PUE,-97.43974,18.49631972
VER,-97.99700389,22.21998722
CHIH,-107.738655,29.35701917
SON,-110.9544314,29.68468861
SIN,-108.9545858,26.22711778
HGO,-98.69427972,20.09833861
AGS,-102.2172828,21.88937472
MEX,-99.15813972,19.63060944
CHIS,-92.40792944,16.47492917
OAX,-96.66723472,17.070895
SIN,-107.5342997,24.82196278
GTO,-101.4494553,20.97780639
TAB,-93.07365389,18.21028833
YUC,-89.51507611,21.13728944
CAMP,-90.51218806,19.49977278
VER,-97.12726222,18.89347
CHIS,-91.83376444,16.11594583
PUE,-98.16203806,18.97708528
TAB,-93.50148639,17.96698583
MOR,-98.97027806,18.86567917
TLAX,-98.14823806,19.29521694
CHIS,-92.48005972,14.88885444
GTO,-100.9375678,20.22628583
MEX,-99.04697389,19.76614139
MOR,-98.77530333,18.75371972
OAX,-96.43968361,16.80281694
VER,-97.18407556,18.72524528
BC,-115.9997764,30.70111083
GRO,-99.73013806,16.82251528
MEX,-99.11932472,19.704265
YUC,-89.66132972,20.82526972
GTO,-100.9262364,20.53136917
CHIH,-105.8500803,26.85899444
PUE,-98.15230944,18.99806639
PUE,-98.01769556,18.41271778
MEX,-99.618555,19.67442167
GTO,-101.2910069,20.57105194
MEX,-99.01253833,19.42171278
JAL,-102.9402778,19.93361111
MEX,-99.58367778,18.96337917
VER,-97.01026056,19.03153944
TAM,-99.0812625,26.39439444
MICH,-102.2470556,19.9823325
MEX,-99.4907925,19.96849778
MOR,-99.2672025,18.65464806
MICH,-102.2527378,19.65016917
MICH,-101.6465525,18.66455778
GRO,-98.60644917,17.47087528
VER,-95.0262525,17.43492694
MICH,-102.0684358,19.84735444
TLAX,-98.39408528,19.2794375
NAY,-105.0987636,21.48096111
PUE,-98.32903333,19.110695
MEX,-99.76207139,19.6812375
YUC,-89.24509917,20.81624
OAX,-96.72797361,16.90534194
TAB,-93.49736417,18.11149583
MEX,-99.608885,19.41612417
MICH,-100.6177419,19.53762139
VER,-97.52446417,20.49780583
PUE,-97.45742944,18.71515528
TLAX,-97.79653194,19.43136417
OAX,-98.01519861,16.45218639
MEX,-99.88818278,19.58268472
MICH,-101.1980617,19.75135694
JAL,-103.40335,20.52924722
MOR,-98.99735222,19.00792694
GRO,-99.54354528,18.60158667
QROO,-88.59238556,19.58606667
MEX,-98.91530444,19.52981611
PUE,-97.90396611,18.93619611
CHIS,-92.62614806,16.89427694
TAM,-98.48570444,24.21449333
NAY,-105.0658897,21.83526778
TAB,-92.99914444,17.9703425
MEX,-99.33918556,19.63771472
HGO,-99.32559722,19.82196194
GRO,-99.1454425,17.61125056
MICH,-102.1945664,20.16261556
ZAC,-102.4246586,22.78578972
COAH,-103.1406678,25.48940889
GRO,-98.68043333,17.88518278
CHIS,-93.32055778,16.42666944
SIN,-105.9730811,22.89022028
GTO,-101.3594725,21.79867417
MICH,-102.5610575,20.27123417
QRO,-100.5074503,20.66340444
CHIS,-92.10522306,15.03053833
BC,-116.5795778,32.09698472
CHIS,-92.720025,16.57049306
CHIS,-92.81912306,17.37284833
SON,-110.0826747,27.55057833
PUE,-97.8521375,20.73369417
MEX,-99.6798225,19.77246278
MOR,-99.17436694,18.93191833
MEX,-99.81984639,19.29270889
TAB,-93.25620722,17.99036694
VER,-97.85050639,21.66126056
OAX,-96.41001611,16.31840806
SON,-110.1433344,27.51520556
GRO,-100.3908211,18.16126667
VER,-96.95027972,19.61130389
MEX,-98.89759889,19.58912083
TAB,-93.50625778,17.93132583
PUE,-97.85490472,18.85452861
OAX,-95.06133111,17.1396875
MEX,-98.8081425,18.96695472
NAY,-104.4252442,21.10281528
MICH,-102.1304669,19.65538139
JAL,-103.8580556,20.08861111
GRO,-100.4782533,18.40867444
GRO,-99.56453417,18.56467444
MICH,-100.3392819,19.58384778
CHIS,-92.75076306,15.8067025
CDMX,-99.03142222,19.1763225
JAL,-102.3791667,20.87777778
MOR,-98.77506444,18.91338444
CHIS,-93.12683639,16.4575825
