NOM_ENT,LONGITUD_DECIMAL,LATITUD_DECIMAL
TLAX,-98.23764028,19.31655278
MEX,-99.65107083,19.30669944
MEX,-98.9066975,19.52176278
GRO,-99.12378722,16.72388056
MOR,-98.92325056,18.81284111
MOR,-98.84435667,18.59473639
TLAX,-98.5363425,19.49316
MEX,-99.83597139,19.66878833
QRO,-100.1447303,20.50249361
MEX,-99.60615361,19.36647944
QRO,-100.3496839,20.6511075
PUE,-97.70282194,20.4631175
QROO,-88.71051528,19.74939278
SLP,-100.8447747,22.114715
MEX,-99.64344917,19.23782139
PUE,-98.42773028,19.05094667
JAL,-103.3066667,19.46944444
JAL,-103.4653947,20.77547889
VER,-95.44272528,18.59548167
CAMP,-90.05682778,20.32074083
VER,-97.27830389,18.81040083
OAX,-96.68401722,17.0587
QROO,-86.74609167,21.25656917
SON,-109.8425733,27.12781
MEX,-98.96050889,19.20714361
OAX,-95.22754583,16.32632194
NL,-100.2915056,25.95956667
MEX,-99.61866528,19.163225
JAL,-103.3619083,20.52446333
JAL,-102.9052778,20.77944444
MOR,-98.96259889,18.79217944
MEX,-99.09717861,19.55232361
SON,-109.6864703,30.3737225
GTO,-101.1296914,20.52881861
TLAX,-98.20253,19.14775778
MEX,-99.55858944,19.41620639
MEX,-99.56467417,19.17382306
DGO,-105.0742053,24.88831333
SIN,-108.6199664,26.42159889
MICH,-102.3293122,18.03848806
PUE,-98.1192,19.0422425
SLP,-100.7266061,23.81933167
CHIS,-92.89732222,17.15756806
MEX,-99.09403139,19.75222111
MEX,-99.63069361,19.22673056
MEX,-99.30473472,19.38552472
MEX,-99.46743889,19.18121417
OAX,-97.92815278,17.02620528
MEX,-99.53282861,19.95283444
PUE,-97.38958972,19.81391194
AGS,-102.2909169,21.99887333
TLAX,-98.1055275,19.37995639
YUC,-89.7133775,20.48395333
GRO,-99.45514972,17.48616556
QROO,-88.38935278,18.67614667
PUE,-97.66044861,18.95506333
VER,-98.38812528,21.52228056
GRO,-99.67734056,17.66080194
OAX,-96.84616167,18.13037722
MEX,-98.78266639,19.03086083
OAX,-96.90441333,17.29659556
MEX,-98.93435056,19.36765444
JAL,-103.6938889,20.77611111
MICH,-102.4736461,20.273115
GTO,-100.7559419,20.28854056
MEX,-99.01777611,19.782425
MEX,-99.74437889,19.27136944
MEX,-99.04567972,19.81307028
SON,-111.1210858,30.54389056
HGO,-98.8867775,20.11566083
MEX,-98.87152972,19.47861611
YUC,-88.3068225,21.0110525
MICH,-102.053965,19.15980389
MEX,-99.20978833,19.88114667
MICH,-102.5878908,19.21173528
GRO,-99.52204694,17.16900444
JAL,-103.5027778,20.48055556
JAL,-103.73,20.835
MOR,-98.73006556,18.893525
AGS,-102.2497353,21.9559775
QRO,-100.4883456,20.53541333
MEX,-99.35578222,19.63419472
TAM,-98.32147111,22.7289925
HGO,-99.23159639,20.06061222
TAM,-98.59028194,26.23396667
PUE,-98.30969889,19.16830278
VER,-96.96527389,18.90496722
YUC,-89.34682556,20.26705278
SLP,-100.9324858,21.80312444
CHIS,-91.260955,16.81739694
NL,-100.2678339,25.89134667
MEX,-98.95270278,19.38153222
CHIS,-93.00671111,16.36622778
DGO,-104.7783736,24.52726333
YUC,-89.45354667,20.81242167
MEX,-98.84781611,19.31143833
YUC,-89.39505139,21.0024825
MICH,-102.6523611,20.11597417
CHIS,-92.72507972,15.87264444
VER,-97.0332375,19.01087111
CHIS,-93.20628472,16.87171194
VER,-96.85446083,19.49591583
SIN,-109.1746978,25.92054972
MEX,-98.90284667,19.43253333
TAB,-92.85899167,18.14344806
TLAX,-98.04882306,19.40418028
PUE,-97.34269556,19.28978639
VER,-97.47453861,20.54749611
PUE,-97.73579806,18.91396472
NL,-100.1822556,23.67469167
MOR,-99.25340583,18.82602944
MICH,-101.9171369,19.65407333
PUE,-98.60278111,18.29965111
MEX,-99.20413806,19.83362167
JAL,-103.4186139,20.45716944
MEX,-99.7289425,19.33985944
TLAX,-98.16355028,19.26007833
YUC,-89.55699639,21.04294167
PUE,-98.60732861,18.51189111
CDMX,-98.99780083,19.17591056
PUE,-98.25236333,18.90325694
CDMX,-98.96857861,19.30896139
HGO,-98.98751667,19.86205611
JAL,-102.135,20.4475
CHIS,-93.65047528,16.66772139
DGO,-103.6984619,24.87093944
NL,-100.3641222,25.93222778
VER,-96.18290139,19.12753333
TLAX,-98.19067944,19.17972583
PUE,-98.49816333,19.32442722
CHIS,-93.26768361,16.18475111
JAL,-104.4347222,19.60361111
QRO,-100.3219186,20.67524583
DGO,-104.0441361,23.97509222
PUE,-97.93986694,19.11214972
JAL,-103.1860694,20.55128611
MEX,-99.74013833,19.37018778
PUE,-97.5556475,19.771435
TLAX,-98.10553,19.15654278
SON,-112.8572769,31.86639583
JAL,-103.2580556,20.29944444
SLP,-100.7309667,22.035605
CAMP,-90.13451722,20.17696611
OAX,-96.64841694,17.07448444
JAL,-103.2483333,20.49527778
BC,-116.6987031,31.89622056
QRO,-100.3310967,20.60656972
HGO,-99.08889361,20.24518556
MOR,-99.20794,18.64249111
TAM,-98.20619,23.76703861
MICH,-101.6073403,19.41222944
QRO,-100.4484322,20.5981575
NL,-100.2272639,25.80065556
MEX,-99.42274917,19.18711972
MEX,-99.49361722,19.41790194
PUE,-97.61935083,19.3758025
BC,-116.062415,30.84303306
QRO,-100.2385075,20.60321111
GRO,-98.41674472,16.47198556
VER,-98.37414528,21.27319778
MOR,-98.98512944,18.7780125
JAL,-103.3944444,20.49277778
OAX,-96.73190056,16.56427556
MEX,-99.28567,19.68431583
COAH,-100.9176217,28.48704306
HGO,-98.67153,20.14049111
VER,-96.16052333,19.07478472
MEX,-99.19315083,19.83323028
MEX,-98.92980111,19.20907806
CAMP,-91.04629361,18.18345056
JAL,-103.5872222,20.42138889
NAY,-105.1912589,20.81378139
MICH,-102.4328006,19.953995
OAX,-96.68762444,17.04786528
SLP,-99.32250944,22.52203611
CHIS,-92.05046944,16.11905944
OAX,-94.19582389,16.28760889
MICH,-102.2900625,18.35569389
GTO,-100.7549506,20.42317
HGO,-98.84230611,20.03051722
YUC,-89.33309472,20.53349333
MEX,-99.54750889,19.24302917
TAM,-98.42596889,22.82732889
MICH,-102.5655133,20.11689389
MICH,-101.1395842,19.96821361
SIN,-107.6536036,24.81783139
TAM,-99.71299778,22.99687694
SON,-108.9349258,27.02405
PUE,-97.80455083,19.22538417
TAB,-93.02004278,18.16885722
PUE,-98.29087333,18.96475167
SLP,-99.60057361,22.39984611
NAY,-105.2860464,21.54173806
VER,-96.96507889,18.87964889
BCS,-113.3881756,27.64381
PUE,-97.48678222,18.54861861
VER,-96.91548389,18.84757833
JAL,-103.2576972,20.47363111
YUC,-89.05033028,20.07193167
MEX,-99.48794194,19.17675778
VER,-96.21094361,19.20244583
MICH,-102.2862503,18.01959306
MEX,-99.58685389,19.21110944
MEX,-98.93888083,19.37192861
NL,-100.1639639,25.91698611
MEX,-98.88134889,19.54865194
CHIH,-105.2880322,28.03267444
MEX,-99.48884167,19.15938639
MEX,-99.25348694,19.70329167
MOR,-99.11817889,18.68296222
CHIH,-107.6002778,27.97
VER,-97.91238,22.22567417
MEX,-99.35169167,19.36018
TAB,-93.33308528,18.28212778
MEX,-98.81179583,19.22343639
NL,-100.4712803,25.78926639
OAX,-97.04180778,15.83786056
PUE,-97.87501417,18.93723722
CHIS,-92.65855833,15.31926944
CHIS,-92.03859361,16.73592028
OAX,-98.01244944,17.33529028
NAY,-105.249545,21.04060389
VER,-96.97217694,19.38625056
MEX,-99.04377806,19.97775861
GTO,-100.7610103,20.62412806
MEX,-99.06754194,19.79459056
PUE,-98.12855278,19.10278833
JAL,-102.5361111,20.74305556
MEX,-99.03893306,19.8153
CHIH,-106.5124153,30.61773389
PUE,-97.60498611,18.67155806
OAX,-96.32209306,15.83611139
PUE,-98.38953889,19.17814111
PUE,-97.61546972,18.87369167
MICH,-103.0215042,19.99023806
OAX,-96.80199556,17.12935861
VER,-94.64241361,17.9557475
MICH,-102.4646606,19.84474861
VER,-94.3937275,18.02275361
TAB,-92.92422583,17.87741639
TLAX,-98.16956944,19.35028583
COAH,-102.0671011,26.98686361
OAX,-97.81968222,16.27945833
MEX,-98.84804639,19.38512611
CHIS,-92.33491667,16.78611944
VER,-94.66658944,17.99950333
QRO,-100.33392,20.595175
MEX,-98.92197833,19.36840278
MEX,-99.64199972,18.96170861
SIN,-108.3223519,26.70701083
TAM,-98.94567722,22.99677167
HGO,-98.73416,20.06813056
VER,-97.0734375,18.81052167
MEX,-98.86195194,19.23085556
PUE,-97.98815222,19.1173825
TAM,-97.95213639,26.05349917
MICH,-102.2066461,19.01554694
MICH,-102.7088256,19.16092806
JAL,-105.2430342,20.70053056
VER,-97.11898167,18.87154417
CHIH,-106.7441667,28.48
YUC,-90.08222889,20.47774583
NL,-100.0963117,25.799465
MOR,-98.98126861,18.88560806
VER,-97.08858111,18.82649139
BC,-116.7301181,32.40307528
VER,-94.69178472,18.26174361
VER,-97.08390472,18.90696778
DGO,-103.6244644,25.88974472
TLAX,-98.16411833,19.41978889
NL,-100.1414558,25.74311611
JAL,-104.8180556,20.38138889
MEX,-99.15603583,19.71769111
ZAC,-102.4113719,22.82473444
BC,-116.7945678,32.50227917
TLAX,-97.76937528,19.29666056
TAB,-92.99073278,18.01865222
TAB,-92.91752806,17.91192278
CHIS,-90.65330194,16.51582806
YUC,-89.47430222,20.74172611
VER,-96.10665139,19.10543889
HGO,-98.95763444,19.85996389
NL,-100.1082472,25.89697778
COL,-103.5736792,19.3869475
MEX,-98.75769417,19.69985361
VER,-97.10337778,19.63847972
MEX,-98.94813472,19.35153306
CHIS,-93.16469028,16.13403667
MEX,-99.33932111,19.441335
MICH,-102.3448581,20.02617889
PUE,-97.65353972,18.6827675
CHIS,-93.11848944,16.71406056
SIN,-106.0686108,23.28762556
MEX,-99.05900194,19.80392972
HGO,-99.65118056,20.37531306
JAL,-105.2452725,19.941525
CHIH,-105.6248611,28.39008556
SON,-109.6252778,26.91083333
MEX,-99.0594875,19.87051333
MICH,-101.1955978,19.76249472
PUE,-97.51114861,18.81717528
MEX,-99.48670278,19.26495083
PUE,-98.58239889,19.33050361
JAL,-103.2377778,20.43916667
COL,-103.6018606,19.32877444
QRO,-100.1636111,20.47851417
MEX,-99.05022611,19.78492361
PUE,-97.88200056,20.38715417
MOR,-99.3270575,18.73048583
JAL,-104.045,20.20361111
VER,-96.40876222,19.44257139
COL,-104.2579669,19.06006361
VER,-97.83667611,22.18363278
OAX,-96.36215472,16.92185972
COL,-103.7588011,19.32319861
MICH,-101.8088672,18.96288694
TLAX,-98.14970194,19.38870778
MEX,-98.91659694,19.42826139
SLP,-100.926325,22.21859861
BC,-116.0075617,30.76794028
JAL,-103.1672222,20.50944444
OAX,-96.781005,16.82673639
CHIS,-92.42586472,17.30063472
GTO,-100.4930422,21.29079556
CAMP,-90.17520583,20.13771056
TLAX,-98.38200889,19.26753
CHIS,-92.42486611,14.72044806
MEX,-99.46307972,19.72758833
VER,-94.51782861,18.14849389
HGO,-98.54741611,19.65700833
GRO,-98.73361278,16.80858306
BC,-114.8647136,32.631515
JAL,-103.1929661,20.34913611
NAY,-105.2694158,20.73621639
HGO,-98.69603472,20.07237139
TLAX,-98.13300972,19.36207778
MEX,-98.92589194,19.22742889
VER,-96.87367556,19.6552675
MEX,-99.58173917,19.14801056
CHIS,-92.25994222,16.66006194
NL,-100.3880242,25.85795917
JAL,-104.2644444,19.95444444
MOR,-99.26954556,18.96352833
CAMP,-90.68830111,19.63919694
MICH,-101.038485,19.82630583
PUE,-97.32651778,19.79606139
NAY,-105.2343136,21.73942556
MICH,-100.8834875,19.8100275
SIN,-109.2967331,25.96626222
ZAC,-102.3501019,22.44921833
NAY,-105.2731486,20.69165194
TLAX,-98.21441833,19.19991889
SLP,-98.6620625,21.59808806
MEX,-98.84714222,19.24075278
SON,-110.8965939,29.38008917
JAL,-102.22,20.6075
MEX,-99.03849889,19.80607972
MEX,-99.685475,19.33450528
MEX,-99.66010667,19.22175222
SON,-110.2951714,27.64387583
GTO,-100.8420872,20.21646167
TAM,-98.83598861,26.31672389
PUE,-97.49666972,19.85132972
TAB,-92.89454889,18.38884611
MEX,-98.9642525,19.7277575
COL,-103.7188889,18.74972222
JAL,-104.7822222,20.52555556
CDMX,-99.04941083,19.20163722
COAH,-103.2853303,25.69699667
MEX,-99.54926444,19.34861361
VER,-96.24144028,19.22369472
PUE,-97.93184056,18.99481528
MEX,-99.73123639,19.32603972
PUE,-98.46825917,19.20291444
VER,-96.17254722,18.7696425
CHIH,-105.8180997,26.8021
TAB,-92.95749222,18.01787611
MEX,-99.59268333,19.2301375
MEX,-99.45842333,19.18295083
PUE,-97.58955361,19.87303639
HGO,-99.15612333,20.102655
YUC,-89.37225278,20.83698667
MICH,-101.8534764,19.50189389
SIN,-106.3303861,23.18692306
PUE,-98.47933389,19.30514972
BCS,-111.7774619,25.26410444
MICH,-101.2042594,19.75689111
PUE,-97.70166667,18.84442167
MEX,-99.54376056,19.32195694
NL,-100.1567883,25.62763417
MEX,-99.18446806,19.82217583
VER,-97.65769722,20.24712167
DGO,-103.4392358,26.10738583
GTO,-101.4530553,20.94536083
MEX,-98.94186944,19.69933583
VER,-94.52705417,18.14717889
GTO,-102.0199558,20.3438975
MEX,-98.98365222,19.81262806
NL,-100.1787028,25.91618611
MEX,-98.9815925,19.9288325
MOR,-98.89917528,18.93627083
JAL,-103.4532222,20.51972222
MICH,-101.151735,19.65166806
MEX,-98.96588889,19.59020528
GRO,-101.6270753,17.70618028
CHIS,-92.27152833,17.10549139
CAMP,-90.60070194,19.80618167
VER,-94.81520889,17.89420722
VER,-95.81205667,17.83213278
HGO,-98.92176111,19.95659111
MICH,-100.4637783,19.56796056
OAX,-95.44337806,16.44006528
MEX,-99.49756528,18.95234167
VER,-98.45372417,21.76873417
JAL,-103.4730556,19.79444444
JAL,-102.2769444,20.34638889
VER,-96.15718694,19.09396889
MEX,-99.7264775,19.24921083
NL,-100.4855181,25.77822222
JAL,-103.9286111,20.435
MOR,-98.95774694,18.72859806
YUC,-89.7060325,21.01566361
HGO,-99.22019083,20.00776667
MEX,-99.25887667,19.84745222
MEX,-99.86150972,19.68353556
PUE,-97.287655,18.29023833
CAMP,-90.22576333,20.03967694
MEX,-98.94282861,19.38107833
JAL,-102.0072222,21.12805556
VER,-97.10025889,19.014845
NAY,-105.2479242,20.80676
PUE,-97.80954028,19.18915889
MICH,-102.3276408,20.28381111
MEX,-100.2994464,18.92048222
TLAX,-98.26723306,19.31512917
MEX,-99.78069583,19.59360639
CHIS,-93.07414167,16.17054167
MEX,-99.14035222,19.66950194
MEX,-99.33057528,19.35676944
HGO,-99.23467972,20.13062722
OAX,-95.01985028,16.36030083
CHIS,-92.46957972,17.00665861
MEX,-99.91751278,19.82119667
VER,-94.76023917,18.24644722
MICH,-101.2043883,19.76337306
OAX,-96.71144139,17.01166
JAL,-103.3930556,20.51944444
JAL,-103.1700211,20.6050125
QRO,-99.91472222,20.375
TAB,-94.04797833,18.09878111
MEX,-98.89658361,19.47739028
JAL,-103.3357714,20.52354472
BC,-116.5140122,31.67108833
OAX,-96.74931861,17.12993056
MICH,-102.7883797,18.73423139
AGS,-102.3347719,21.92249028
PUE,-98.30504139,19.15170917
MEX,-98.85830361,19.25709111
JAL,-103.6613889,20.41638889
PUE,-97.41911306,19.11563472
VER,-96.96989528,18.88578556
CHIS,-92.3719525,16.89224333
MOR,-98.80322306,18.68069028
SON,-109.8869706,27.36964528
OAX,-97.07070417,18.13233444
SLP,-100.84902,22.64477167
JAL,-103.3364103,20.28626806
MEX,-98.99153111,19.58402278
PUE,-97.37512639,18.85835694
GRO,-99.97831778,17.78944806
SON,-111.8335719,30.71333889
SIN,-107.4475858,24.72776389
CHIS,-93.01625833,17.24840278
HGO,-98.66906167,20.28688167
CHIH,-107.3324069,28.47743833
MEX,-99.57192694,19.35816528
JAL,-103.2029133,20.61443167
MEX,-99.21905278,19.77647278
CHIS,-92.68793389,16.11671583
GRO,-100.6402289,17.22121611
DGO,-103.4174858,25.39793583
MOR,-98.9831175,18.95661722
PUE,-98.16021361,19.10132611
YUC,-90.39946361,20.86009167
HGO,-98.94615139,19.84198722
GTO,-100.5242133,20.54359028
QRO,-100.1143317,20.47961639
TAB,-92.85383528,18.11030056
CHIS,-92.38418083,15.01851972
OAX,-96.68238611,18.60178694
JAL,-103.5408361,19.87598222
VER,-96.86366472,19.40352194
MEX,-99.79896833,19.58144833
MEX,-98.75259806,18.958715
PUE,-97.71710472,19.05905083
NL,-100.1329306,25.71168611
MICH,-102.1194372,19.84920694
OAX,-96.87368611,17.24712583
MEX,-99.82813472,19.28232278
OAX,-96.63659222,17.04670167
SON,-109.6539025,26.98242389
NL,-99.23931667,25.70591389
HGO,-99.1221325,20.092525
CHIH,-107.4713142,29.84340861
PUE,-97.8252975,18.91687333
VER,-94.27969028,17.93899722
TAB,-93.39021417,17.97968278
CHIS,-92.57602417,15.2119375
PUE,-97.80215556,18.95777167
VER,-97.02252028,18.87218833
PUE,-98.45923917,19.10793806
VER,-97.40673167,20.94530778
TLAX,-98.23349806,19.31307278
OAX,-94.19384833,16.36724861
MOR,-99.25877583,18.74113333
SIN,-105.8479428,22.73229111
JAL,-103.0202778,19.91722222
SON,-110.2415142,27.411415
QROO,-87.4872225,21.10139889
MICH,-102.3630342,19.3374975
OAX,-95.04283611,16.48570972
JAL,-103.3869444,20.41638889
CHIS,-92.67461722,15.34096528
ZAC,-102.9130569,21.86527694
OAX,-97.29247278,16.23700944
MEX,-99.73917278,19.44038667
HGO,-98.60391306,19.81789417
CHIS,-93.29265278,16.39451417
JAL,-103.1841667,20.56722222
CAMP,-89.84504361,19.74554806
SLP,-98.875,21.43638889
GRO,-100.5415742,18.23976028
GTO,-100.5105281,20.15003361
HGO,-99.32583333,19.98972222
VER,-96.56581389,19.35537222
OAX,-96.80057944,17.20752806
CHIS,-93.03346833,16.73064611
HGO,-99.23901417,20.08898722
MEX,-99.59098139,19.34460833
VER,-96.94514083,19.65310611
CHIS,-92.44825639,16.27781611
YUC,-88.79446222,21.20189667
HGO,-98.41744944,20.11370194
COAH,-103.1153647,25.78237861
CHIS,-93.60477333,17.1892225
MEX,-99.7857975,19.71181778
PUE,-97.66286972,18.79329111
JAL,-104.6433333,19.485
QRO,-100.144195,20.18644389
TLAX,-98.33418917,19.29983556
GTO,-100.8733164,21.46638667
VER,-97.47730583,20.55581278
MOR,-99.12598028,18.88466194
MEX,-99.74519083,19.35646028
TAB,-93.48082028,17.66446306
OAX,-94.35390333,16.48280361
TLAX,-97.91942056,19.29262444
MEX,-99.57255778,19.32808278
SIN,-106.6915347,24.41134583
NL,-100.1994431,25.90656694
GRO,-99.04172444,18.03415139
MEX,-99.75062639,19.30534806
NL,-100.0774278,24.82626667
PUE,-98.00214194,20.21208306
CHIH,-107.4869236,28.5481925
TLAX,-98.155695,19.43152972
MEX,-98.81211833,19.50773028
NL,-100.1509222,25.74661111
HGO,-98.33951361,20.14463611
PUE,-97.65775056,18.59970639
CHIS,-93.19333083,17.60815111
JAL,-103.635,20.43361111
HGO,-99.25289056,20.16054722
TLAX,-98.09061389,19.42141472
MICH,-102.4830833,19.73895194
GTO,-101.3137789,20.96122444
MICH,-102.4891467,19.63960639
GRO,-98.56528667,17.80217444
TAM,-99.62172722,27.47333639
CHIS,-92.44947083,14.86302528
VER,-97.30283722,18.71876278
GTO,-101.3434375,20.59787944
PUE,-98.8442975,18.32051667
TLAX,-98.40026556,19.29178139
TAB,-92.96380917,18.02326944
MEX,-99.07849306,19.69797444
PUE,-98.51509139,18.89490556
TAB,-92.98012222,17.93860611
HGO,-98.41793333,20.07199972
COAH,-101.2847742,27.65223417
MEX,-98.93025611,19.58158667
CAMP,-91.180515,18.97464472
VER,-96.96423111,19.42324806
MEX,-98.76196694,19.51782361
TAB,-92.82628389,17.5917925
NAY,-104.8230725,21.58319222
PUE,-97.98834,20.20339667
TAB,-93.18197167,18.26138889
PUE,-97.82353778,19.21602917
MEX,-99.20893417,19.82999556
GTO,-101.5215033,21.08668167
MEX,-99.55305528,19.26747333
TLAX,-98.25030056,19.23794556
VER,-97.82731028,22.22975306
CHIS,-92.16896972,14.94018972
MEX,-98.93811222,19.59566056
DGO,-103.5958153,25.49442556
MICH,-101.2776156,19.39212056
MOR,-99.20217028,18.78172778
CAMP,-91.48345639,18.78302083
OAX,-95.057045,16.50383972
PUE,-97.94148139,19.04911528
QRO,-100.0454306,20.78832639
YUC,-89.60716917,21.29442861
TLAX,-98.25841333,19.32564417
VER,-96.649765,20.02746583
MEX,-99.26137083,19.67971583
VER,-94.384695,18.08864833
GTO,-101.6364411,21.0576475
MEX,-99.62178194,19.23568667
MEX,-99.62603583,18.97109333
ZAC,-102.609535,22.86219444
MEX,-98.85278528,19.08484694
YUC,-89.042975,21.24667833
JAL,-103.2961111,20.50583333
NL,-100.1718667,25.80016833
MOR,-99.24356556,19.05298278
MEX,-99.83714472,19.27920722
VER,-96.85430861,19.50239917
GRO,-100.4686681,17.13636972
BC,-116.7416544,32.51416472
PUE,-97.45927861,19.8399
MEX,-98.7700375,19.05480972
MEX,-99.09813139,19.92907389
MEX,-99.56428889,19.48433361
SLP,-100.8668053,22.03610833
JAL,-104.3477778,20.12916667
MOR,-99.36026528,18.7699825
MEX,-99.22265778,19.76823306
YUC,-89.22818,20.98309861
VER,-96.99836444,18.66689083
PUE,-97.82574889,18.84011417
MICH,-101.3328514,19.49625194
TLAX,-97.89511111,19.25114417
SON,-109.9584889,27.57556306
CHIS,-92.41443694,17.22581222
VER,-94.66430361,17.93608806
VER,-97.01658306,18.96603
MEX,-98.9574525,19.35958917
TAB,-92.13872917,18.09070611
YUC,-88.20115778,20.80368028
MEX,-99.76679528,19.79260278
YUC,-89.66153278,21.21001
SLP,-99.818685,21.65000694
CHIS,-93.314385,16.73885889
MOR,-98.69068417,18.88513444
QRO,-100.0694506,20.42161278
GTO,-101.4780164,21.64849222
MEX,-99.25194,19.68889861
AGS,-102.6753164,21.87745611
PUE,-98.44844056,19.25942833
MEX,-98.93920167,19.36710139
MEX,-99.53686611,19.11145389
VER,-95.65631111,18.61327167
GRO,-100.6985658,18.33101944
PUE,-97.91374972,18.82256694
MEX,-98.86638889,19.50333333
OAX,-96.40358139,18.24037167
NL,-100.249545,25.85607167
NAY,-104.4846644,21.05058694
GRO,-99.93231361,18.13007833
MICH,-102.851005,20.11899833
SON,-109.5890033,30.72352417
MEX,-99.52775361,19.31340056
TLAX,-98.11984139,19.42061361
GRO,-99.40534222,18.45788722
MICH,-100.9684931,19.79005944
MICH,-101.0217628,20.00839167
GRO,-99.24083333,17.40916667
HGO,-98.66813056,19.91539667
MEX,-99.61273667,19.06950972
OAX,-96.77763333,17.13422222
YUC,-89.94758278,20.91646194
MEX,-100.0307272,19.61498556
BCS,-110.2256133,23.45043694
MEX,-98.91043306,19.76716444
CHIH,-107.9488053,30.37570361
GTO,-101.0644453,21.61147111
VER,-96.96115222,19.55415861
MEX,-98.90083222,19.82785778
CHIS,-93.21055556,17.09361111
PUE,-98.49545472,19.23572472
JAL,-103.7366667,20.67333333
MEX,-99.56187278,19.2011625
MICH,-101.9179042,19.33456222
MOR,-98.96981639,18.90766278
MEX,-99.98096889,19.83412889
PUE,-98.34431639,19.17002333
CHIS,-92.28328722,15.74493611
TLAX,-97.83018528,19.35582667
MEX,-99.76926722,19.56981389
GTO,-101.2429836,20.58096028
GTO,-100.9952878,20.59893389
MEX,-99.92999361,19.77854528
SON,-110.4170678,27.62519111
MEX,-98.87926194,19.53228694
PUE,-97.44586278,19.88255806
HGO,-98.60781528,21.17094361
HGO,-98.9557325,19.884685
QROO,-87.20452667,20.98757944
MICH,-100.3066772,19.41495306
OAX,-96.531845,18.51352278
MEX,-99.670935,18.80201944
MEX,-99.61651917,19.39493917
ZAC,-101.9563189,22.16489806
JAL,-103.115,20.39138889
QRO,-99.94010611,20.48036444
PUE,-97.993135,19.058345
GRO,-101.3450669,17.56524444
TAB,-92.92487889,17.81811722
ZAC,-102.2492494,22.43247778
GRO,-98.74125639,17.77833222
QRO,-100.2885275,20.5901825
MICH,-101.4683542,19.14091694
TLAX,-98.21710528,19.33693694
CHIS,-92.40662222,15.01085972
JAL,-104.7011111,19.22527778
VER,-96.86490944,19.54709389
VER,-94.60608222,18.00146
MEX,-99.01485361,19.80265056
VER,-96.984325,19.05115667
TLAX,-98.377115,19.32664583
MEX,-99.76851861,18.92571056
PUE,-97.34761111,19.85880167
JAL,-103.4432717,20.78873944
BC,-116.6806356,32.45195361
TAB,-93.08205972,17.94429028
TLAX,-97.90875639,19.20472972
HGO,-99.22112861,20.05915472
SON,-110.8615386,30.77732972
PUE,-97.14711306,18.26653306
MEX,-99.05436167,19.68816167
ZAC,-101.4204839,24.61316889
VER,-96.38277778,19.37166667
GRO,-101.4787458,17.63900472
YUC,-89.28491917,20.40041111
VER,-96.43845278,19.28504694
GRO,-99.46669417,18.28698972
JAL,-103.2391667,20.86416667
CHIS,-92.37793444,14.92020389
MICH,-102.0385178,19.86055278
OAX,-96.536115,18.0712825
PUE,-97.67592139,19.01325667
CHIS,-93.01121722,17.20050333
TLAX,-98.14654972,19.46870694
GRO,-98.81785194,16.58331389
MICH,-101.1763919,19.79566556
MEX,-99.57536639,19.43028417
QRO,-99.83516278,20.64258111
MICH,-101.5224647,19.09496917
MEX,-99.48723694,19.45482556
GRO,-98.97862361,16.60875917
VER,-96.87095417,20.18802528
MEX,-99.63028667,19.21254389
GRO,-99.50280806,18.49619139
YUC,-89.28575444,20.73951528
CAMP,-90.02823194,20.44261194
MOR,-98.92143889,18.98722333
BC,-114.7319519,32.71618833
JAL,-103.1391667,20.39527778
QRO,-100.2629675,20.70075278
CHIS,-93.86743972,16.05110972
JAL,-103.41731,20.47240111
TLAX,-98.12672917,19.44779806
MEX,-99.66011194,19.46323111
SIN,-108.9040328,25.96638694
JAL,-103.2460547,20.48615611
MEX,-99.57659944,19.40785917
MEX,-99.41977222,19.61574417
CHIS,-92.30782611,14.87048944
GRO,-99.513475,17.2470375
HGO,-98.71448944,20.02885278
GTO,-100.9669844,20.24557083
NL,-99.61473333,26.08986944
MEX,-98.81971861,19.57336528
CHIS,-92.93757028,17.20947083
SLP,-98.58571778,21.71494444
MEX,-99.64115111,19.37189944
MEX,-99.25443278,19.65845056
MICH,-102.2250944,19.54765194
COAH,-100.8866314,28.41010444
MOR,-99.19172028,18.80489583
MEX,-98.92386722,19.63479806
HGO,-99.63492389,20.53387278
PUE,-98.35108222,19.0544675
QRO,-99.99660639,20.46567361
MICH,-101.5968558,20.30218417
OAX,-97.11961917,15.92238389
MICH,-101.2758533,19.98870444
VER,-96.22223333,19.12836167
JAL,-102.9519444,20.31555556
CHIS,-92.18860778,17.03683778
HGO,-98.75563778,20.05187333
QROO,-86.85498972,21.22479722
JAL,-103.3750375,19.25243917
PUE,-97.70279611,18.75711417
QRO,-100.0210144,20.70735806
MEX,-99.92103556,19.75694306
SLP,-98.98957306,21.38519278
PUE,-98.27612611,18.33171417
OAX,-97.57284806,17.67306278
TLAX,-98.17150917,19.40712722
DGO,-103.8481936,25.83332361
JAL,-103.2380556,20.29361111
ZAC,-101.9137606,22.51299167
QRO,-100.0297447,20.49439056
PUE,-97.89420306,19.15463583
PUE,-97.71345778,18.96623556
SIN,-108.0538725,25.08077472
MICH,-102.4585847,20.00693861
MEX,-98.77260583,19.48530694
MICH,-102.0528825,19.54644778
GTO,-101.4786244,20.90147667
MEX,-98.96367694,19.29361667
GRO,-99.71438056,17.09955278
PUE,-98.45750917,19.14202861
YUC,-88.21739667,20.63127
MEX,-98.84581917,19.58436972
