LONGITUD_DECIMAL,LATITUD_DECIMAL
-102.7699822,21.83612361
-102.8395597,21.80597389
-102.6982139,21.934075
-102.7567214,21.81273806
-102.7973117,21.78947917
-102.6263233,21.85914889
-102.6160564,21.86212111
-102.7474858,21.8681875
-102.7728403,21.81938611
-102.7851697,21.8002025
-102.6998139,21.85389278
-102.7014422,21.91849611
-102.8468236,21.86024167
-102.6460953,21.99920639
-102.6155556,21.88152833
-102.8193411,21.89701528
-102.7173822,22.00633
-102.7681725,21.84419917
-102.6683694,21.86707389
-102.7054919,21.918225
-102.6726967,22.02542722
-102.8432172,21.86642972
-102.7763356,21.81211111
-102.6879789,21.86850167
-102.6609114,21.97344333
-102.7583619,21.82724389
-102.7169953,21.74296083
-102.6605744,21.87964611
-102.7408547,21.83941694
-102.7176906,22.01723972
-102.7043225,21.88280611
-102.6766208,22.01412111
-102.8350039,21.87990778
-102.6952886,21.93395111
-102.7153931,22.00997028
-102.7232111,21.98437222
-102.7298161,21.83470833
-102.6633508,21.999365
-102.7464239,21.79653583
-102.73883,21.79012194
-102.6927806,21.92223222
-102.6877306,21.93444694
-102.7347894,21.86847278
-102.6729597,21.99964139
-102.67122,21.86694194
-102.7465514,21.79152722
-102.7056172,21.88472972
-102.7358475,21.90214167
-102.7263156,21.81754417
-102.6876972,21.95178028
-102.7323444,21.82584694
-102.6590175,21.87626139
-102.8092756,21.9120575
-102.7058481,21.92367111
-102.7753261,21.90812528
-102.7501428,21.83119833
-102.7038139,21.82084944
-102.7297892,21.84942194
-102.7150633,21.8638625
-102.7310336,21.81569028
-102.7055194,21.82383778
-102.6557528,21.98390389
-102.7107878,21.94302417
-102.75274,21.77725333
-102.7248114,21.88989333
-102.7111197,21.86642722
-102.7048858,21.86063778
-102.7552683,21.84859611
-102.6872142,21.97401611
-102.6875322,21.95770806
-102.7214828,21.80991639
-102.7114992,21.85503444
-102.6830781,21.96472056
-102.6896911,21.96847
-102.7114022,21.85183583
-102.6924422,21.91890139
-102.7361756,21.94028028
-102.7934339,21.84845917
-102.6534714,21.99894972
-102.6691158,21.89740389
-102.7768275,21.79695444
-102.7206294,21.79719722
-102.6638336,21.88141639
-102.7097636,21.88068
-102.7294028,21.81094778
-102.8379986,21.90206389
-102.7133789,21.8403675
-102.7126208,21.83029
-102.5852886,21.9743525
-102.7078561,21.88690944
-102.7535292,21.83558806
-102.6963869,21.914665
-102.7223108,21.8613675
-102.7265658,21.85793861
-102.6805744,21.918505
-102.6877669,21.95375778
-102.7456628,21.84457528
-102.7876186,21.82892639
-102.7912869,21.79707139
-102.7669364,21.80880028
-102.7229181,21.79666444
-102.7489306,21.84709639
-102.6904714,21.97356861
-102.7183092,21.85957694
-102.7202589,21.8567825
-102.6682139,21.87892361
-102.6741183,21.87360361
-102.6750939,21.86902333
-102.6863664,21.87387083
-102.6920406,21.85433361
-102.7411686,21.84195667
-102.7088081,21.86057889
-102.7326744,21.89295472
-102.6043936,21.8924925
-102.7656628,21.82790111
-102.6814747,21.86782556
-102.7427467,21.836835
-102.7400497,21.86934083
-102.7179106,21.85571861
-102.6912506,21.88059528
-102.6997758,21.83109833
-102.7247717,21.86138028
-102.7944169,21.76006722
-102.7008442,21.90616
-102.6925536,21.83959389
-102.8080392,21.88427
-102.6818667,21.87711778
-102.5393483,21.78193389
-102.7775997,21.80383028
-102.7964792,21.77299361
-102.7291931,21.86702444
-102.7289383,21.86317028
-102.3000442,22.36640861
-102.2722528,22.30617306
-102.2601856,22.31518194
-102.2599325,22.31879583
-102.2777767,22.34055528
-102.2700911,22.40178333
-102.2672983,22.40349972
-102.2792392,22.40224194
-102.2518681,22.30907583
-102.2578044,22.34600028
-102.2907133,22.323425
-102.2773211,22.36132444
-102.3240264,22.38800917
-102.2568533,22.38745528
-102.2873869,22.40823028
-102.3072078,22.43350139
-102.3044256,22.4350075
-102.3089261,22.44112806
-102.2907786,22.3335675
-102.2442272,22.31751972
-102.2600686,22.30910222
-102.2898375,22.36224194
-102.2465628,22.30753306
-102.2712978,22.34868556
-102.2799664,22.40384917
-102.2686742,22.35299861
-102.2884444,22.35475944
-102.2994311,22.38365333
-102.2959056,22.43287444
-102.3078486,22.37476444
-102.2883922,22.39348694
-102.2683225,22.30118056
-102.2721633,22.35845972
-102.2639064,22.30082083
-102.2891356,22.33142861
-102.3187264,22.41711306
-102.2944336,22.36048861
-102.2986178,22.37359361
-102.2756322,22.35630194
-102.3056764,22.3668725
-102.31332,22.424985
-102.3038244,22.35992639
-102.2543961,22.36586056
-102.2737078,22.37257444
-102.2585494,22.35162194
-102.2626825,22.35202639
-102.2784781,22.35016861
-102.2803664,22.31730639
-102.2736325,22.30949889
-102.2679428,22.34678333
-102.2911739,22.30945611
-102.2650675,22.29490194
-102.2821764,22.38337361
-102.2721019,22.29137028
-102.2678692,22.33639333
-102.2793606,22.2875925
-102.2558103,22.37766472
-102.2974614,22.40202944
-102.2968411,22.37726778
-102.2454083,22.35615694
-102.2766425,22.39212833
-102.2790036,22.32801694
-102.3006131,22.31216667
-102.2861439,22.33332417
-102.3434164,21.96127278
-102.4451061,21.89391333
-102.385745,21.92344583
-102.5443281,21.8274925
-102.3320033,21.98891222
-102.4566358,21.90493639
-102.32861,22.00384694
-102.4265219,21.89548694
-102.3167081,22.03503167
-102.3300094,21.94354583
-102.3665272,21.90829194
-102.3150067,22.00454778
-102.3571781,21.99893361
-102.47703,21.95948417
-102.4651806,21.88307083
-102.4925294,21.92887111
-102.3130803,21.97075
-102.3062767,22.01739556
-102.2909169,21.99887333
-102.3090058,22.01201306
-102.4954486,21.87493306
-102.3068811,22.02344333
-102.2974706,22.02985944
-102.3282611,21.95179694
-102.4388189,21.88959472
-102.5810494,21.94446944
-102.5057906,21.89079722
-102.3347242,22.04733556
-102.5192606,21.86629028
-102.5426933,21.93305056
-102.3170533,21.97607778
-102.5001758,21.87023556
-102.3272844,21.97101639
-102.2729742,21.98200167
-102.3213386,22.01222528
-102.3276381,21.99631611
-102.4935911,21.88255639
-102.3746792,21.918365
-102.301,21.98035
-102.3692781,21.95708861
-102.3203353,21.9865025
-102.2843961,22.02129389
-102.2893078,21.95522806
-102.5350261,21.84840333
-102.3213528,21.9578
-102.4151539,21.90146139
-102.3155344,22.02094556
-102.3315131,21.97343472
-102.2912839,21.95442056
-102.2928828,22.01712417
-102.2968817,21.95841694
-102.2934031,21.97097361
-102.2928219,21.98412139
-102.3213117,22.01319028
-102.4995517,21.86347667
-102.5402122,21.85598417
-102.5535653,21.923465
-102.5755797,21.91636889
-102.3418172,21.94140222
-102.3092283,21.94828972
-102.3047792,21.98353028
-102.2949408,21.97709444
-102.2939033,22.00425139
-102.3798603,21.91849944
-102.3369297,22.01198111
-102.5065283,21.94897111
-102.4010869,21.89736028
-102.3196347,21.96208583
-102.4613928,21.88453083
-102.3160639,21.96946694
-102.5227778,21.83805556
-102.4637283,21.88856194
-102.3018869,21.9530075
-102.2876331,22.00294861
-102.3407219,22.00746306
-102.4667139,21.90152083
-102.2803342,21.99095861
-102.3291653,21.98918194
-102.2975814,21.97672972
-102.348105,21.94445944
-102.3365672,21.9486
-102.3090181,21.94042583
-102.3309836,22.0114325
-102.5530856,21.93565028
-102.4948603,21.89332583
-102.3460275,22.01093444
-102.3736258,21.92115333
-102.3535586,21.99091611
-102.3108306,22.00300167
-102.3157044,22.00134917
-102.3560022,21.9144525
-102.3164794,21.96370222
-102.3372222,21.97722222
-102.3147517,21.97707139
-102.3171122,21.96654833
-102.3534769,21.93610278
-102.47197,21.86584583
-102.4503472,21.88503472
-102.3434008,21.94158639
-102.3091225,21.97442694
-102.3012022,21.97656639
-102.2751544,22.01577694
-102.3577725,21.9503125
-102.3077236,21.99518306
-102.5839736,21.82779528
-102.454245,21.89612
-102.3612711,21.96152528
-102.4061889,21.89624694
